employee_id,employee_code,age,gender,marital_status,education_level,education_field,hire_date,employment_type,business_travel,distance_from_home_km,work_location,department_id,job_role,job_level,manager_id,status
4225,EMP04225,59,Male,Divorced,5,HR,2016-11-05 23:15:25,Full-time,Non-Travel,47,Hybrid,16,Software Engineer,5,,Active
4226,EMP04226,32,Female,Divorced,4,Marketing,2022-03-11 20:44:12,Full-time,Non-Travel,5,Office,10,HR Manager,1,2825.0,Active
4227,EMP04227,37,Male,Single,2,Life Sciences,2010-10-07 07:31:26,Contract,Non-Travel,3,Remote,12,Manager,1,3046.0,Active
4228,EMP04228,50,Male,Married,2,Technical,2011-08-08 08:44:46,Full-time,Travel_Rarely,15,Office,13,Data Analyst,5,,Attrited
4229,EMP04229,49,Female,Divorced,1,Medical,2012-12-14 00:23:44,Contract,Non-Travel,2,Office,20,Manager,1,511.0,Active
4230,EMP04230,39,Female,Single,2,Medical,2015-03-23 00:51:20,Full-time,Travel_Frequently,2,Remote,9,HR Manager,5,,Active
4231,EMP04231,31,Female,Divorced,1,Life Sciences,2011-06-30 15:58:18,Full-time,Travel_Frequently,8,Remote,2,HR Manager,1,1500.0,Active
4232,EMP04232,54,Male,Divorced,5,Life Sciences,2016-11-25 19:14:56,Contract,Non-Travel,46,Office,19,Data Analyst,5,,Attrited
4233,EMP04233,27,Female,Single,5,Marketing,2014-09-24 03:43:10,Full-time,Travel_Frequently,30,Office,15,Sales Executive,2,1951.0,Active
4234,EMP04234,54,Male,Single,5,Medical,2018-08-16 19:03:55,Full-time,Travel_Frequently,41,Office,15,Sales Executive,1,4028.0,Active
4235,EMP04235,40,Female,Married,1,Technical,2014-06-19 01:26:09,Full-time,Travel_Rarely,5,Remote,1,Data Analyst,5,,Active
4236,EMP04236,58,Female,Divorced,5,Life Sciences,2019-06-15 06:29:10,Full-time,Non-Travel,30,Office,18,Sales Executive,1,587.0,Active
4237,EMP04237,44,Male,Married,3,Life Sciences,2017-02-25 19:35:31,Full-time,Travel_Frequently,44,Remote,7,HR Manager,5,,Active
4238,EMP04238,30,Male,Single,2,Life Sciences,2010-01-07 10:09:59,Full-time,Non-Travel,10,Office,10,Sales Executive,5,,Active
4239,EMP04239,52,Female,Single,1,Technical,2011-11-08 18:18:09,Full-time,Non-Travel,33,Remote,9,HR Manager,4,,Active
4240,EMP04240,35,Female,Divorced,5,Medical,2015-03-23 10:44:34,Full-time,Travel_Frequently,24,Office,19,Software Engineer,1,1007.0,Active
4241,EMP04241,57,Male,Married,3,Technical,2020-03-16 15:27:54,Full-time,Travel_Frequently,19,Hybrid,11,Manager,2,4669.0,Active
4242,EMP04242,40,Female,Married,2,Technical,2017-10-19 00:42:33,Full-time,Travel_Rarely,30,Hybrid,4,Sales Executive,3,4048.0,Active
4243,EMP04243,23,Male,Divorced,2,Marketing,2017-05-10 14:31:00,Full-time,Travel_Rarely,25,Remote,1,Software Engineer,3,3334.0,Active
4244,EMP04244,57,Male,Divorced,5,Life Sciences,2016-10-04 21:14:26,Full-time,Travel_Rarely,11,Remote,12,Sales Executive,1,4397.0,Active
4245,EMP04245,28,Female,Married,3,Medical,2018-10-28 13:11:59,Full-time,Travel_Frequently,49,Hybrid,1,Software Engineer,5,,Active
4246,EMP04246,43,Male,Single,1,Marketing,2018-10-16 05:35:40,Full-time,Travel_Rarely,35,Remote,17,Data Analyst,5,,Attrited
4247,EMP04247,31,Male,Single,5,Marketing,2010-01-07 15:49:03,Full-time,Non-Travel,1,Remote,20,Software Engineer,2,3273.0,Attrited
4248,EMP04248,28,Male,Divorced,2,HR,2016-09-12 18:50:51,Full-time,Travel_Rarely,17,Hybrid,9,HR Manager,1,4710.0,Active
4249,EMP04249,49,Female,Married,2,Life Sciences,2018-10-15 09:45:12,Full-time,Travel_Rarely,31,Office,8,Data Analyst,3,4067.0,Active
4250,EMP04250,50,Male,Married,2,Medical,2010-06-19 09:18:07,Full-time,Travel_Rarely,6,Remote,4,Data Analyst,2,3993.0,Active
4251,EMP04251,30,Female,Married,5,Medical,2017-07-04 13:24:29,Full-time,Non-Travel,13,Remote,8,HR Manager,1,2610.0,Active
4252,EMP04252,59,Female,Single,4,Medical,2011-08-01 23:31:01,Full-time,Non-Travel,26,Office,10,Sales Executive,1,4604.0,Active
4253,EMP04253,48,Female,Single,4,Life Sciences,2010-03-10 23:40:45,Contract,Travel_Frequently,36,Office,18,Data Analyst,1,891.0,Attrited
4254,EMP04254,56,Male,Married,4,Medical,2019-05-04 10:53:52,Contract,Travel_Rarely,5,Remote,15,Sales Executive,4,,Attrited
4255,EMP04255,33,Male,Married,3,Technical,2010-12-20 17:20:51,Full-time,Non-Travel,47,Remote,19,Manager,2,1696.0,Attrited
4256,EMP04256,52,Female,Divorced,5,Technical,2015-06-24 08:41:29,Full-time,Non-Travel,14,Office,20,Software Engineer,1,4979.0,Attrited
4257,EMP04257,56,Female,Divorced,2,Life Sciences,2021-11-20 15:59:27,Contract,Non-Travel,15,Remote,11,Software Engineer,2,816.0,Attrited
4258,EMP04258,57,Male,Married,3,Medical,2016-06-04 01:38:28,Full-time,Travel_Frequently,12,Office,4,HR Manager,3,499.0,Attrited
4259,EMP04259,46,Female,Married,4,HR,2012-01-08 07:04:35,Full-time,Travel_Frequently,46,Office,9,HR Manager,1,1681.0,Attrited
4260,EMP04260,42,Female,Single,1,HR,2019-09-15 17:30:48,Full-time,Travel_Frequently,42,Remote,8,Software Engineer,5,,Attrited
4261,EMP04261,24,Male,Married,3,HR,2012-02-17 11:37:27,Contract,Travel_Rarely,8,Remote,16,Manager,1,1337.0,Active
4262,EMP04262,51,Female,Divorced,3,Technical,2011-04-05 06:15:26,Full-time,Non-Travel,31,Office,13,HR Manager,1,4550.0,Active
4263,EMP04263,38,Male,Single,5,HR,2013-07-09 15:58:37,Full-time,Travel_Frequently,26,Remote,5,Manager,2,249.0,Active
4264,EMP04264,58,Male,Divorced,3,Medical,2018-10-13 05:12:53,Full-time,Travel_Frequently,29,Office,13,HR Manager,2,1697.0,Active
4265,EMP04265,44,Female,Divorced,5,Medical,2021-04-06 21:00:59,Contract,Non-Travel,4,Hybrid,19,Data Analyst,4,,Attrited
4266,EMP04266,43,Male,Single,1,HR,2012-01-15 15:32:15,Full-time,Non-Travel,28,Hybrid,2,Sales Executive,1,4771.0,Active
4267,EMP04267,42,Male,Divorced,2,Marketing,2016-05-08 18:10:37,Full-time,Travel_Rarely,25,Office,12,Software Engineer,3,689.0,Active
4268,EMP04268,22,Male,Married,2,HR,2019-08-07 16:59:09,Full-time,Travel_Rarely,40,Office,9,Sales Executive,2,2278.0,Active
4269,EMP04269,51,Female,Divorced,4,Marketing,2016-12-07 07:44:31,Full-time,Travel_Rarely,32,Remote,1,Software Engineer,4,,Active
4270,EMP04270,31,Female,Single,4,Life Sciences,2016-05-17 14:18:35,Full-time,Travel_Frequently,36,Office,14,HR Manager,5,,Active
4271,EMP04271,48,Female,Single,1,Life Sciences,2015-11-10 21:45:07,Full-time,Travel_Frequently,11,Office,7,Sales Executive,5,,Active
4272,EMP04272,52,Male,Single,2,Medical,2013-06-17 02:24:06,Full-time,Non-Travel,37,Remote,17,Manager,4,,Active
4273,EMP04273,25,Male,Divorced,4,Technical,2021-09-07 14:52:48,Full-time,Travel_Rarely,10,Remote,14,HR Manager,5,,Active
4274,EMP04274,58,Female,Married,3,Medical,2016-02-10 15:34:06,Full-time,Non-Travel,38,Hybrid,17,Data Analyst,1,700.0,Attrited
4275,EMP04275,30,Female,Single,5,Medical,2018-09-26 08:24:11,Full-time,Travel_Rarely,36,Office,2,Sales Executive,2,586.0,Active
4276,EMP04276,44,Male,Married,4,Technical,2019-02-24 07:53:15,Full-time,Travel_Rarely,27,Office,9,Sales Executive,3,3372.0,Attrited
4277,EMP04277,55,Female,Single,1,Medical,2019-05-19 09:23:37,Full-time,Travel_Rarely,17,Hybrid,15,Data Analyst,5,,Active
4278,EMP04278,43,Female,Married,2,Technical,2011-09-12 14:02:36,Full-time,Travel_Rarely,7,Office,16,Software Engineer,1,1452.0,Active
4279,EMP04279,37,Female,Married,1,Medical,2010-07-02 19:30:52,Full-time,Non-Travel,9,Remote,9,HR Manager,2,311.0,Active
4280,EMP04280,21,Female,Married,5,Life Sciences,2016-09-08 04:11:59,Full-time,Non-Travel,35,Office,4,Data Analyst,1,2506.0,Attrited
4281,EMP04281,51,Female,Single,5,Marketing,2020-12-14 12:49:49,Full-time,Travel_Frequently,9,Remote,15,Manager,1,1123.0,Active
4282,EMP04282,51,Male,Divorced,1,Medical,2019-09-25 18:12:22,Full-time,Travel_Rarely,36,Office,10,HR Manager,2,342.0,Attrited
4283,EMP04283,54,Female,Divorced,4,Marketing,2013-01-22 16:26:07,Full-time,Non-Travel,30,Hybrid,7,Data Analyst,5,,Active
4284,EMP04284,29,Female,Divorced,4,HR,2010-10-08 15:17:16,Full-time,Travel_Rarely,31,Remote,6,Data Analyst,5,,Active
4285,EMP04285,42,Male,Married,2,Medical,2016-06-27 14:25:28,Contract,Travel_Rarely,19,Remote,15,Sales Executive,1,3719.0,Active
4286,EMP04286,33,Male,Single,2,Life Sciences,2011-03-25 07:16:46,Full-time,Travel_Frequently,41,Hybrid,2,Sales Executive,4,,Active
4287,EMP04287,45,Male,Married,3,Technical,2021-09-27 01:02:07,Full-time,Travel_Frequently,23,Remote,15,Sales Executive,5,,Active
4288,EMP04288,38,Male,Single,3,Life Sciences,2015-11-16 19:01:10,Full-time,Non-Travel,20,Hybrid,18,HR Manager,1,457.0,Active
4289,EMP04289,32,Female,Married,2,Marketing,2015-04-24 21:58:00,Full-time,Non-Travel,6,Office,14,Software Engineer,3,1650.0,Active
4290,EMP04290,37,Female,Single,3,Technical,2018-03-30 17:31:37,Full-time,Travel_Frequently,43,Hybrid,18,HR Manager,3,1711.0,Active
4291,EMP04291,35,Female,Single,1,Life Sciences,2011-06-01 10:43:25,Full-time,Non-Travel,24,Office,3,Sales Executive,4,,Active
4292,EMP04292,35,Female,Single,4,Life Sciences,2014-09-18 23:01:44,Contract,Non-Travel,47,Remote,20,Sales Executive,1,365.0,Attrited
4293,EMP04293,35,Male,Married,3,Life Sciences,2013-10-15 08:34:37,Full-time,Travel_Frequently,22,Remote,14,HR Manager,3,1169.0,Active
4294,EMP04294,59,Male,Divorced,3,Technical,2011-02-14 10:20:39,Full-time,Travel_Rarely,6,Hybrid,6,Data Analyst,5,,Active
4295,EMP04295,33,Female,Married,1,Life Sciences,2017-12-24 00:28:54,Full-time,Travel_Rarely,24,Office,14,Data Analyst,1,1067.0,Active
4296,EMP04296,37,Female,Married,5,Life Sciences,2015-07-24 10:42:19,Full-time,Travel_Frequently,42,Hybrid,2,Sales Executive,4,,Active
4297,EMP04297,52,Female,Single,2,Marketing,2017-08-10 18:32:58,Full-time,Travel_Rarely,22,Remote,16,Sales Executive,4,,Active
4298,EMP04298,29,Female,Single,1,Life Sciences,2021-07-14 07:24:29,Full-time,Travel_Rarely,18,Remote,16,Software Engineer,5,,Active
4299,EMP04299,40,Male,Divorced,5,Life Sciences,2021-04-12 16:35:30,Full-time,Travel_Frequently,16,Office,17,Data Analyst,3,4154.0,Active
4300,EMP04300,46,Female,Divorced,1,HR,2011-01-11 00:27:16,Full-time,Non-Travel,36,Office,16,Software Engineer,3,4150.0,Attrited
4301,EMP04301,47,Male,Single,4,Technical,2012-04-10 17:07:07,Full-time,Travel_Frequently,13,Remote,16,Sales Executive,4,,Active
4302,EMP04302,41,Male,Divorced,1,HR,2014-08-11 19:39:21,Full-time,Travel_Frequently,37,Remote,8,Sales Executive,2,3787.0,Active
4303,EMP04303,38,Male,Divorced,1,Marketing,2010-01-06 05:51:44,Contract,Travel_Rarely,24,Office,6,Software Engineer,4,,Active
4304,EMP04304,33,Male,Single,4,HR,2014-09-22 06:18:07,Full-time,Travel_Frequently,19,Hybrid,18,Software Engineer,4,,Active
4305,EMP04305,36,Female,Married,2,Medical,2018-10-20 23:19:35,Full-time,Travel_Rarely,20,Hybrid,14,Sales Executive,1,1267.0,Active
4306,EMP04306,29,Female,Divorced,5,Technical,2021-03-12 02:35:28,Full-time,Travel_Frequently,27,Office,16,Manager,5,,Active
4307,EMP04307,32,Female,Single,3,Life Sciences,2022-11-22 20:19:24,Full-time,Non-Travel,17,Office,8,Sales Executive,1,4338.0,Active
4308,EMP04308,58,Female,Divorced,2,HR,2018-06-21 09:39:09,Full-time,Travel_Rarely,16,Office,18,Data Analyst,4,,Active
4309,EMP04309,39,Male,Divorced,1,HR,2017-11-28 14:03:54,Full-time,Travel_Frequently,1,Remote,14,Sales Executive,1,3316.0,Active
4310,EMP04310,27,Male,Single,3,Life Sciences,2021-04-04 05:01:07,Full-time,Travel_Rarely,21,Hybrid,17,HR Manager,3,814.0,Active
4311,EMP04311,55,Male,Divorced,4,Life Sciences,2011-05-08 19:35:00,Full-time,Travel_Frequently,27,Office,8,Sales Executive,4,,Attrited
4312,EMP04312,38,Female,Divorced,2,Marketing,2019-02-23 13:30:45,Full-time,Travel_Frequently,1,Hybrid,16,Manager,3,3450.0,Active
4313,EMP04313,36,Male,Divorced,5,HR,2019-10-03 13:25:51,Full-time,Travel_Frequently,30,Remote,10,Data Analyst,3,2132.0,Active
4314,EMP04314,59,Male,Married,2,HR,2022-01-22 10:31:09,Full-time,Travel_Rarely,20,Remote,10,Sales Executive,5,,Active
4315,EMP04315,24,Male,Married,2,Medical,2013-02-19 17:47:08,Full-time,Travel_Rarely,24,Office,18,Software Engineer,3,1696.0,Active
4316,EMP04316,45,Male,Divorced,3,Medical,2019-11-05 03:18:27,Contract,Non-Travel,46,Office,18,Data Analyst,1,1510.0,Attrited
4317,EMP04317,52,Female,Single,4,HR,2011-08-26 03:30:14,Full-time,Non-Travel,2,Office,9,Data Analyst,1,1959.0,Active
4318,EMP04318,33,Male,Divorced,4,Medical,2016-05-21 18:53:30,Full-time,Non-Travel,15,Office,1,Manager,2,2137.0,Active
4319,EMP04319,37,Male,Divorced,2,HR,2021-03-17 04:06:43,Full-time,Non-Travel,29,Hybrid,16,Software Engineer,5,,Active
4320,EMP04320,57,Female,Married,4,Technical,2011-09-13 15:24:17,Full-time,Travel_Frequently,35,Office,10,HR Manager,2,4275.0,Active
4321,EMP04321,26,Female,Married,3,Marketing,2012-07-09 08:33:39,Full-time,Travel_Rarely,13,Hybrid,15,Sales Executive,3,1229.0,Active
4322,EMP04322,39,Female,Married,3,Medical,2014-02-07 14:05:58,Full-time,Travel_Frequently,19,Remote,5,HR Manager,4,,Attrited
4323,EMP04323,33,Male,Divorced,5,HR,2022-01-28 00:56:00,Full-time,Travel_Rarely,1,Remote,17,Software Engineer,1,2563.0,Active
4324,EMP04324,46,Male,Divorced,4,Medical,2015-03-20 06:17:50,Full-time,Travel_Rarely,45,Hybrid,9,Data Analyst,4,,Active
4325,EMP04325,34,Male,Single,5,Marketing,2017-01-13 05:38:59,Full-time,Travel_Frequently,47,Hybrid,6,Manager,2,3419.0,Attrited
4326,EMP04326,51,Male,Divorced,1,Technical,2016-08-07 19:37:03,Full-time,Travel_Frequently,16,Office,2,Manager,2,2449.0,Active
4327,EMP04327,24,Female,Divorced,3,Life Sciences,2015-09-15 23:12:21,Full-time,Travel_Rarely,43,Office,13,Data Analyst,1,4395.0,Active
4328,EMP04328,59,Male,Married,2,Life Sciences,2014-08-14 02:05:43,Full-time,Non-Travel,3,Office,18,Manager,2,4765.0,Active
4329,EMP04329,28,Male,Married,3,Medical,2019-06-28 06:20:23,Contract,Non-Travel,40,Remote,20,HR Manager,4,,Attrited
4330,EMP04330,45,Female,Married,1,HR,2010-07-24 21:59:56,Full-time,Travel_Rarely,6,Hybrid,4,Data Analyst,2,3180.0,Active
4331,EMP04331,33,Female,Married,2,Marketing,2015-04-23 14:38:16,Contract,Travel_Frequently,31,Hybrid,10,Sales Executive,4,,Active
4332,EMP04332,52,Female,Married,4,Technical,2021-06-17 08:06:28,Full-time,Travel_Frequently,5,Hybrid,11,Sales Executive,3,1008.0,Active
4333,EMP04333,58,Male,Single,4,Technical,2015-05-13 06:10:21,Full-time,Travel_Rarely,26,Hybrid,13,Software Engineer,5,,Active
4334,EMP04334,58,Male,Single,3,Technical,2011-03-15 19:57:37,Full-time,Travel_Frequently,28,Office,17,Data Analyst,1,212.0,Active
4335,EMP04335,48,Male,Single,2,Life Sciences,2010-12-09 05:00:18,Full-time,Travel_Rarely,15,Office,11,HR Manager,2,4071.0,Attrited
4336,EMP04336,50,Male,Married,2,Marketing,2022-07-24 09:52:01,Full-time,Travel_Rarely,9,Hybrid,4,Data Analyst,1,3894.0,Active
4337,EMP04337,23,Male,Married,5,Life Sciences,2020-04-26 18:58:32,Full-time,Travel_Rarely,22,Office,14,Data Analyst,2,1394.0,Active
4338,EMP04338,48,Female,Married,1,Medical,2012-08-04 02:21:41,Contract,Travel_Frequently,37,Remote,3,HR Manager,3,2780.0,Active
4339,EMP04339,23,Female,Single,4,Technical,2021-09-11 23:03:43,Full-time,Non-Travel,21,Office,12,Manager,4,,Active
4340,EMP04340,54,Male,Married,3,Marketing,2020-10-30 14:21:03,Full-time,Travel_Rarely,42,Remote,4,HR Manager,1,1264.0,Active
4341,EMP04341,36,Male,Single,2,Technical,2014-06-21 18:44:11,Full-time,Travel_Frequently,29,Remote,16,Data Analyst,3,3474.0,Active
4342,EMP04342,42,Male,Married,4,Life Sciences,2014-01-24 08:22:08,Full-time,Non-Travel,26,Hybrid,7,Data Analyst,3,1013.0,Active
4343,EMP04343,52,Male,Divorced,3,Life Sciences,2013-06-18 05:57:54,Full-time,Travel_Rarely,6,Hybrid,20,Data Analyst,5,,Active
4344,EMP04344,58,Male,Single,4,Life Sciences,2020-04-02 04:18:30,Contract,Non-Travel,11,Office,19,Data Analyst,3,1204.0,Active
4345,EMP04345,28,Female,Divorced,3,Technical,2012-03-04 14:15:32,Full-time,Travel_Frequently,36,Hybrid,18,Software Engineer,5,,Active
4346,EMP04346,28,Female,Single,4,Marketing,2021-07-10 04:23:27,Full-time,Non-Travel,20,Remote,9,Manager,3,4181.0,Active
4347,EMP04347,26,Female,Married,5,Marketing,2018-11-22 21:26:58,Full-time,Non-Travel,44,Remote,11,Data Analyst,4,,Attrited
4348,EMP04348,34,Male,Married,1,Medical,2018-10-06 06:29:48,Contract,Travel_Frequently,20,Office,19,Software Engineer,3,421.0,Active
4349,EMP04349,52,Male,Divorced,4,Technical,2010-05-11 13:43:10,Full-time,Travel_Rarely,27,Remote,17,Data Analyst,4,,Active
4350,EMP04350,55,Female,Married,1,Medical,2019-02-15 13:33:56,Contract,Travel_Frequently,6,Hybrid,18,Manager,2,62.0,Active
4351,EMP04351,30,Female,Single,4,Medical,2012-10-18 09:34:45,Full-time,Travel_Frequently,33,Office,6,Manager,3,4101.0,Active
4352,EMP04352,23,Male,Married,2,Medical,2015-07-24 23:45:06,Full-time,Travel_Rarely,30,Office,3,HR Manager,3,4592.0,Active
4353,EMP04353,32,Female,Married,5,Medical,2012-05-13 23:21:41,Full-time,Travel_Rarely,34,Office,14,Software Engineer,2,3179.0,Active
4354,EMP04354,51,Female,Single,5,Life Sciences,2011-12-14 09:37:49,Full-time,Travel_Frequently,5,Hybrid,9,Manager,5,,Active
4355,EMP04355,49,Male,Divorced,1,Medical,2012-12-18 15:05:27,Full-time,Travel_Rarely,16,Remote,3,Sales Executive,4,,Attrited
4356,EMP04356,25,Female,Divorced,2,Marketing,2022-08-22 06:06:57,Full-time,Travel_Rarely,12,Hybrid,2,Data Analyst,2,731.0,Active
4357,EMP04357,45,Female,Married,3,Medical,2012-02-25 12:38:53,Full-time,Travel_Frequently,12,Office,19,Manager,2,179.0,Active
4358,EMP04358,51,Female,Single,5,Life Sciences,2017-12-01 10:19:17,Contract,Travel_Frequently,11,Remote,6,Software Engineer,1,529.0,Active
4359,EMP04359,41,Male,Divorced,2,HR,2022-03-07 18:20:52,Full-time,Travel_Frequently,21,Office,3,Software Engineer,2,1411.0,Active
4360,EMP04360,40,Female,Divorced,2,HR,2015-04-19 19:33:04,Contract,Travel_Frequently,7,Hybrid,9,Software Engineer,5,,Attrited
4361,EMP04361,59,Female,Married,1,HR,2021-09-11 03:50:34,Full-time,Non-Travel,34,Office,18,HR Manager,5,,Active
4362,EMP04362,42,Female,Single,2,Technical,2018-08-29 18:10:17,Full-time,Non-Travel,29,Hybrid,7,Data Analyst,5,,Attrited
4363,EMP04363,24,Male,Divorced,2,Marketing,2019-09-20 15:00:03,Contract,Travel_Rarely,6,Office,2,Sales Executive,4,,Active
4364,EMP04364,33,Male,Married,3,Life Sciences,2016-02-10 16:19:55,Full-time,Non-Travel,36,Office,1,Software Engineer,4,,Active
4365,EMP04365,40,Female,Married,1,HR,2021-11-04 03:07:05,Full-time,Non-Travel,34,Office,5,Data Analyst,3,4737.0,Active
4366,EMP04366,33,Male,Married,1,Life Sciences,2010-07-21 16:53:52,Full-time,Non-Travel,49,Hybrid,3,Software Engineer,2,4817.0,Active
4367,EMP04367,37,Female,Married,2,Life Sciences,2014-09-27 10:05:14,Contract,Travel_Rarely,8,Hybrid,7,Software Engineer,5,,Active
4368,EMP04368,56,Male,Divorced,3,Technical,2012-09-24 07:35:19,Full-time,Non-Travel,37,Hybrid,6,Sales Executive,2,1668.0,Active
4369,EMP04369,53,Male,Single,4,HR,2011-03-29 18:16:17,Full-time,Travel_Frequently,10,Hybrid,1,Data Analyst,3,1455.0,Attrited
4370,EMP04370,21,Female,Married,5,Medical,2014-06-05 22:15:29,Full-time,Travel_Frequently,16,Hybrid,19,Software Engineer,3,4145.0,Attrited
4371,EMP04371,35,Female,Married,1,Life Sciences,2019-08-12 16:17:04,Full-time,Travel_Rarely,2,Remote,20,HR Manager,5,,Active
4372,EMP04372,33,Female,Divorced,3,HR,2012-09-02 14:35:44,Contract,Travel_Rarely,19,Office,14,Software Engineer,2,551.0,Active
4373,EMP04373,37,Male,Married,3,Life Sciences,2019-06-29 07:17:12,Full-time,Travel_Rarely,7,Hybrid,10,Data Analyst,3,452.0,Active
4374,EMP04374,44,Female,Married,2,Technical,2013-01-02 00:25:32,Full-time,Non-Travel,2,Remote,2,Manager,1,3217.0,Active
4375,EMP04375,28,Male,Single,5,Technical,2019-01-22 06:11:44,Full-time,Travel_Rarely,45,Remote,11,Software Engineer,4,,Active
4376,EMP04376,47,Male,Married,1,Medical,2021-05-27 11:13:15,Full-time,Travel_Rarely,23,Office,16,HR Manager,2,4343.0,Active
4377,EMP04377,43,Female,Divorced,4,Technical,2014-05-15 08:31:34,Full-time,Travel_Rarely,31,Office,17,HR Manager,5,,Active
4378,EMP04378,28,Male,Single,2,HR,2022-01-07 08:19:32,Full-time,Travel_Frequently,4,Office,5,Software Engineer,3,2438.0,Active
4379,EMP04379,28,Female,Divorced,1,Technical,2013-05-20 13:04:19,Full-time,Travel_Rarely,16,Hybrid,18,Data Analyst,3,2001.0,Active
4380,EMP04380,46,Male,Single,1,Medical,2019-08-27 20:14:17,Full-time,Travel_Frequently,10,Office,16,Software Engineer,3,4377.0,Active
4381,EMP04381,33,Female,Single,3,Marketing,2012-09-24 02:38:38,Full-time,Travel_Frequently,49,Office,10,HR Manager,4,,Active
4382,EMP04382,59,Male,Married,5,Life Sciences,2011-01-07 13:15:10,Full-time,Travel_Rarely,21,Office,6,Software Engineer,2,4241.0,Attrited
4383,EMP04383,57,Male,Married,4,Life Sciences,2013-07-25 20:24:32,Full-time,Travel_Rarely,28,Remote,8,HR Manager,3,2511.0,Active
4384,EMP04384,48,Female,Married,5,HR,2016-12-30 19:08:21,Full-time,Non-Travel,46,Hybrid,6,Manager,4,,Active
4385,EMP04385,45,Male,Divorced,3,Medical,2021-10-24 11:49:45,Full-time,Travel_Rarely,12,Office,4,Software Engineer,1,1394.0,Active
4386,EMP04386,36,Female,Married,4,Medical,2014-09-15 02:51:25,Full-time,Travel_Rarely,13,Remote,5,Sales Executive,2,1556.0,Active
4387,EMP04387,22,Male,Married,4,Medical,2022-05-19 14:11:53,Contract,Travel_Rarely,40,Hybrid,6,Software Engineer,5,,Active
4388,EMP04388,38,Male,Single,2,Life Sciences,2020-11-18 19:35:34,Full-time,Travel_Rarely,17,Office,15,HR Manager,2,3390.0,Active
4389,EMP04389,37,Male,Married,4,Technical,2013-12-07 11:49:11,Full-time,Travel_Rarely,18,Remote,6,Data Analyst,3,1895.0,Active
4390,EMP04390,50,Female,Married,1,Life Sciences,2010-03-31 15:49:10,Full-time,Travel_Rarely,10,Hybrid,19,HR Manager,5,,Active
4391,EMP04391,59,Female,Married,5,Life Sciences,2013-11-27 15:49:09,Full-time,Non-Travel,28,Office,20,Manager,2,3027.0,Active
4392,EMP04392,33,Female,Married,5,Life Sciences,2010-08-06 08:35:23,Full-time,Non-Travel,13,Office,8,Data Analyst,5,,Active
4393,EMP04393,52,Female,Single,2,Technical,2022-11-28 03:42:54,Full-time,Travel_Rarely,34,Remote,13,Sales Executive,2,4098.0,Attrited
4394,EMP04394,49,Female,Married,4,Marketing,2022-07-16 02:12:39,Full-time,Non-Travel,49,Office,4,Sales Executive,1,972.0,Active
4395,EMP04395,50,Male,Single,3,HR,2010-04-05 12:32:18,Full-time,Travel_Frequently,6,Remote,17,Manager,1,117.0,Active
4396,EMP04396,38,Male,Divorced,1,Marketing,2019-02-18 19:51:36,Full-time,Non-Travel,12,Remote,14,Manager,1,3848.0,Attrited
4397,EMP04397,33,Female,Married,2,Marketing,2014-03-27 23:46:42,Full-time,Travel_Frequently,29,Remote,18,Manager,2,437.0,Active
4398,EMP04398,41,Male,Married,4,Life Sciences,2010-03-07 13:34:59,Full-time,Travel_Rarely,13,Hybrid,15,Manager,5,,Attrited
4399,EMP04399,50,Male,Married,3,Marketing,2014-09-20 19:10:33,Full-time,Travel_Frequently,26,Remote,19,Software Engineer,1,1585.0,Active
4400,EMP04400,41,Male,Single,4,Life Sciences,2016-06-01 00:54:55,Full-time,Travel_Rarely,4,Hybrid,11,HR Manager,4,,Active
4401,EMP04401,37,Male,Married,2,Life Sciences,2015-12-29 17:31:25,Full-time,Non-Travel,15,Office,7,Software Engineer,4,,Active
4402,EMP04402,39,Female,Married,3,HR,2016-01-27 17:24:21,Full-time,Travel_Frequently,16,Hybrid,1,Data Analyst,1,1596.0,Active
4403,EMP04403,35,Male,Divorced,3,Medical,2012-03-25 00:31:57,Full-time,Travel_Frequently,19,Remote,3,Sales Executive,1,2126.0,Attrited
4404,EMP04404,29,Female,Single,3,Life Sciences,2013-05-26 02:13:06,Full-time,Travel_Frequently,47,Office,19,Sales Executive,3,3191.0,Attrited
4405,EMP04405,30,Female,Single,3,Marketing,2018-08-04 07:15:40,Full-time,Travel_Rarely,26,Remote,1,Data Analyst,4,,Active
4406,EMP04406,51,Male,Divorced,4,HR,2014-12-01 03:19:05,Contract,Travel_Rarely,32,Remote,4,Sales Executive,4,,Attrited
4407,EMP04407,43,Female,Single,3,Marketing,2021-09-21 09:31:33,Full-time,Non-Travel,6,Office,11,Manager,1,1663.0,Active
4408,EMP04408,50,Male,Married,4,Medical,2011-03-20 07:07:48,Full-time,Non-Travel,6,Remote,7,Manager,3,3279.0,Active
4409,EMP04409,53,Male,Married,3,Technical,2015-11-04 16:10:44,Contract,Travel_Rarely,5,Hybrid,7,Manager,5,,Active
4410,EMP04410,29,Male,Divorced,3,Medical,2016-02-29 00:23:00,Contract,Non-Travel,2,Office,14,Data Analyst,3,2645.0,Active
4411,EMP04411,21,Female,Single,2,HR,2019-01-07 19:21:12,Full-time,Travel_Frequently,2,Office,15,HR Manager,3,3076.0,Attrited
4412,EMP04412,55,Female,Single,4,Medical,2017-07-23 06:07:56,Full-time,Travel_Frequently,37,Office,5,Data Analyst,4,,Active
